x,y,z
0.14581,0.12699,1.3436
0.15103,0.12804,1.3426
0.15103,0.12386,1.3206
0.15626,0.1249,1.307
0.15521,0.12386,1.2893
0.15208,0.12804,1.2663
0.15626,0.1249,1.237
0.15939,0.13013,1.213
0.15417,0.12595,1.1879
0.15312,0.12908,1.1701
0.15835,0.1249,1.145
0.15626,0.13013,1.1231
0.15208,0.13326,1.1095
0.14685,0.11759,1.0969
0.14685,0.12699,1.0928
0.14999,0.12804,1.0896
0.14894,0.11968,1.0907
0.14894,0.12386,1.1053
0.14999,0.1249,1.1126
0.15208,0.1249,1.1304
0.15208,0.1249,1.1482
0.15626,0.13326,1.1732
0.15103,0.12595,1.191
0.15626,0.12595,1.2192
0.15626,0.12908,1.2485
0.15835,0.1249,1.2652
0.15417,0.12177,1.2934
0.15417,0.13117,1.3175
0.15835,0.1249,1.329
0.15312,0.12804,1.3384
0.15626,0.12386,1.3499
0.14894,0.12281,1.3447
0.16985,0.1249,1.3457
0.15835,0.1249,1.3311
0.15417,0.12595,1.3258
0.15835,0.12177,1.3112
0.15312,0.12699,1.2934
0.15417,0.12281,1.2652
0.15521,0.13013,1.238
0.15208,0.12908,1.214
0.15312,0.1249,1.19
0.1573,0.12908,1.168
0.15521,0.1249,1.1482
0.16253,0.1249,1.1283
0.14999,0.12804,1.1105
0.15626,0.14058,1.098
0.12908,0.11759,1.0854
0.15312,0.073687,1.1168
0.1573,0.10504,1.1199
0.16357,0.19389,1.0102
0.18761,0.20016,1.1356
0.17821,0.089365,1.191
0.15626,0.051738,1.0593
0.12804,0.13431,1.0928
0.11863,0.18134,1.3321
0.11968,0.16776,1.2631
0.13535,0.08832,1.1408
0.16044,0.070551,1.2903
0.15939,0.13326,1.3886
0.17089,0.18448,1.2485
0.17194,0.14372,1.2464
0.16671,0.081003,1.3917
0.16253,0.094591,1.3865
0.16148,0.15626,1.2799
0.15417,0.17612,1.3352
0.15417,0.11027,1.4189
0.15312,0.072642,1.3175
0.14581,0.1155,1.237
